#
#
# !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
#
# Anyone using the information in this document and associated material
# (S5 noise spectra, inspiral ranges, observation times) in a publication
# or talk must acknowledge the US National Science Foundation, the LIGO
# Scientific Collaboration, and the Virgo Collaboration.
#
# Please direct all questions to the corresponding author
# (sprivite@ligo.caltech.edu).  Please inform the corresponding author
# and the LSC and Virgo spokespeople (currently, reitze@phys.ufl.edu and
# francesco.fidecaro@df.unipi.it, respectively) if you intend to use
# this information in a publication.
#
# !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
#
#
# This document contains the frequency series amplitude spectral density
# for H1 during the 2048 segment in S5 beginning at GPS time 871198828.
# This spectrum corresponds to a time when the H1 detector operated near
# its max 1.4-1.4 solar mass inspiral horizon.  The first column is the
# frequency in Hz and the second column is the amplitude spectral density
# in strain/sqrt(Hz).
#
# The ASD given here is computed using version 3 calibration with version
# 4 DC calibration corrections.  The strain calibration for LIGO is valid
# above 30 Hz and for Virgo above 10Hz.  We make no attempt to estimate
# the ASD below these cutoffs.  We also impose a high-frequency cutoff at
# 6000 Hz, above which we make no attempt to estimate the ASD.
#
#
3.000000000000000000e+01	6.087538679022910486e-20
3.025000000000000000e+01	5.949898932899617334e-20
3.050000000000000000e+01	4.294218132964369913e-20
3.075000000000000000e+01	3.223827966461610265e-20
3.100000000000000000e+01	2.968856744973054541e-20
3.125000000000000000e+01	2.831479146344538940e-20
3.150000000000000000e+01	2.598406443715070821e-20
3.175000000000000000e+01	2.473595708620145835e-20
3.200000000000000000e+01	2.490559918073042682e-20
3.225000000000000000e+01	2.237141742198737198e-20
3.250000000000000000e+01	1.945129639853344250e-20
3.275000000000000000e+01	2.248944716304071519e-20
3.300000000000000000e+01	2.192059258061241701e-20
3.325000000000000000e+01	2.339765632663237744e-20
3.350000000000000000e+01	2.661964627722164481e-20
3.375000000000000000e+01	2.856214912065267162e-20
3.400000000000000000e+01	3.593229075480716056e-20
3.425000000000000000e+01	4.271623536249420389e-20
3.450000000000000000e+01	5.066119588983268683e-20
3.475000000000000000e+01	1.219121995496759090e-19
3.500000000000000000e+01	3.969783532365461603e-19
3.525000000000000000e+01	9.656921032873781776e-19
3.550000000000000000e+01	6.606138118419869401e-19
3.575000000000000000e+01	8.221038915543461499e-20
3.600000000000000000e+01	2.633140499175841558e-20
3.625000000000000000e+01	2.069206708209694914e-20
3.650000000000000000e+01	1.327998719973780815e-20
3.675000000000000000e+01	4.858655399033770167e-21
3.700000000000000000e+01	3.630390078710551234e-21
3.725000000000000000e+01	3.477213290300150573e-21
3.750000000000000000e+01	3.664536159706982700e-21
3.775000000000000000e+01	4.382864912825856306e-21
3.800000000000000000e+01	2.981143880212426499e-21
3.825000000000000000e+01	1.944249714554177395e-21
3.850000000000000000e+01	1.535548096210600745e-21
3.875000000000000000e+01	1.310298046597032825e-21
3.900000000000000000e+01	1.216051172852524357e-21
3.925000000000000000e+01	1.113441238187269595e-21
3.950000000000000000e+01	9.502036175344735333e-22
3.975000000000000000e+01	8.801784170421357921e-22
4.000000000000000000e+01	8.101963007958009779e-22
4.025000000000000000e+01	7.117295169469930401e-22
4.050000000000000000e+01	6.502615463057922511e-22
4.075000000000000000e+01	5.911378344629956847e-22
4.100000000000000000e+01	5.459976647389620818e-22
4.125000000000000000e+01	5.173508277314341574e-22
4.150000000000000000e+01	4.794123553088718859e-22
4.175000000000000000e+01	4.482081365124912745e-22
4.200000000000000000e+01	4.303263497091481041e-22
4.225000000000000000e+01	4.295513987508363183e-22
4.250000000000000000e+01	4.116076100681327461e-22
4.275000000000000000e+01	3.833099831040147086e-22
4.300000000000000000e+01	3.671057056968741879e-22
4.325000000000000000e+01	3.571396408762264686e-22
4.350000000000000000e+01	3.340550926491018235e-22
4.375000000000000000e+01	3.278261808741944057e-22
4.400000000000000000e+01	3.338655754470053201e-22
4.425000000000000000e+01	3.244146380551901115e-22
4.450000000000000000e+01	3.154193919079168207e-22
4.475000000000000000e+01	2.950377696167729649e-22
4.500000000000000000e+01	2.965331504475680061e-22
4.525000000000000000e+01	3.740589515410639290e-22
4.550000000000000000e+01	4.612935648382709235e-22
4.575000000000000000e+01	3.319159945837500905e-22
4.600000000000000000e+01	2.799839519038189641e-22
4.625000000000000000e+01	2.758159973666502342e-22
4.650000000000000000e+01	3.071100136123861792e-22
4.675000000000000000e+01	3.328222549215121419e-22
4.700000000000000000e+01	2.817030139762086736e-22
4.725000000000000000e+01	2.706009018543729922e-22
4.750000000000000000e+01	2.540236824121719556e-22
4.775000000000000000e+01	2.407458621760299492e-22
4.800000000000000000e+01	2.472616018921660380e-22
4.825000000000000000e+01	2.468084247831098850e-22
4.850000000000000000e+01	2.487743133400231446e-22
4.875000000000000000e+01	2.445269699488381600e-22
4.900000000000000000e+01	3.131461341403403325e-22
4.925000000000000000e+01	5.932792914892614356e-22
4.950000000000000000e+01	5.700412202495535561e-22
4.975000000000000000e+01	2.975403753935926256e-22
5.000000000000000000e+01	2.170560642740948665e-22
5.025000000000000000e+01	2.203437884355263771e-22
5.050000000000000000e+01	2.165858607703651566e-22
5.075000000000000000e+01	1.944064307075257388e-22
5.100000000000000000e+01	1.905470932530853413e-22
5.125000000000000000e+01	1.874949938115682212e-22
5.150000000000000000e+01	1.827549150375989373e-22
5.175000000000000000e+01	1.894868399411420831e-22
5.200000000000000000e+01	1.767159221417244001e-22
5.225000000000000000e+01	1.732725177678214502e-22
